,NOC,Medal_sum,people,Fscore,gen_ave,enrollment,adolescent_fertility,Labor,Schooling_years,Primary_edu,Employment
536,KGZ_2012,3,15,0.2,49.96388,98.05645,95.8404,41.30014,12.9618,48.70447,2.92
537,KGZ_2016,7,19,0.36842105,51.49734,98.13283,96.1188,40.13059,13.6522,48.74961,12.2
538,KIR_2004,1,3,0.33333333,53.07366,NA,96.90036,NA,12.74659,49.57402,NA
539,KOR_1992,791,379,2.08707124,41.35754,NA,99.5889,39.17269,13.03982,48.46629,6.52
540,KOR_1994,175,45,3.88888889,41.62323,NA,99.6363,39.355,13.59783,48.21204,7.315
541,KOR_1996,1078,417,2.58513189,41.93939,NA,99.6837,39.91713,14.25302,47.83309,8.01
542,KOR_1998,185,79,2.34177215,51.29181,99.54055,99.72212,39.35811,14.4225,47.3476,7.36
543,KOR_2000,393,359,1.09470752,51.74607,99.89684,99.75156,40.37333,14.678,46.9967,8.78
544,KOR_2002,211,87,2.42528736,51.47256,98.04563,99.781,40.65789,14.78959,46.91623,8.645
545,KOR_2004,711,344,2.06686047,51.86971,98.30474,99.78864,40.69398,15.18957,47.07631,10.165
546,KOR_2006,252,85,2.96470588,52.24955,99.46004,99.79628,41.13979,15.558,47.39819,10.145
547,KOR_2008,590,329,1.79331307,52.44945,99.80718,99.80476,41.14502,15.87931,47.70546,10.355
548,KOR_2010,130,84,1.54761905,52.70982,99.3711,99.81408,40.96378,16.00649,47.71846,12.385
549,KOR_2012,451,312,1.44551282,52.58381,97.8398,99.8234,41.10993,15.89769,47.84701,12.985
550,KOR_2014,313,130,2.40769231,52.33675,95.12135,99.82832,41.49732,15.86574,48.06778,13.64
551,KOR_2016,376,263,1.42965779,52.14147,NA,99.83324,41.89616,NA,NA,14.695
552,LAO_1996,1,5,0.2,42.88621,64.43769,90.91954,50.15948,6.43431,44.00126,1.365
553,LAO_2000,1,3,0.33333333,44.56878,72.24403,92.01164,50.22858,7.00949,45.18395,0.735
554,LAO_2004,2,5,0.4,45.75584,76.83056,92.67552,50.51709,7.82838,45.91846,0.765
555,LAO_2008,2,4,0.5,47.53787,85.55738,93.02608,50.32747,8.68741,46.6239,1.005
556,LAO_2012,1,3,0.33333333,49.23803,93.65615,93.4052,49.99975,9.97319,47.61386,0.78
557,LAO_2016,2,5,0.4,49.53783,93.98029,93.67072,49.81385,10.89064,48.0115,0.86
558,LBR_1996,1,7,0.14285714,46.28291,NA,84.60278,46.03596,NA,NA,8.21
559,LBR_2000,2,10,0.2,37.80147,NA,85.06946,48.46089,8.77766,41.91934,4.78
560,LBR_2004,1,2,0.5,47.42008,NA,85.47554,47.56471,NA,NA,9.22
561,LBR_2008,2,4,0.5,46.09298,41.39889,85.96364,47.5996,NA,46.91778,8.585
562,LBR_2012,2,3,0.66666667,47.8322,NA,86.6018,47.9648,NA,NA,8.93
563,LBR_2016,1,3,0.33333333,49.24717,NA,87.12356,48.44795,NA,NA,12.17
564,LCA_1996,1,8,0.125,51.45907,NA,92.52306,41.23414,NA,NA,20.62
565,LCA_2000,2,5,0.4,58.02808,88.68524,93.9333,42.7053,NA,49.31156,15.505
566,LCA_2004,1,2,0.5,51.4746,93.39363,94.7991,44.48176,12.44939,48.31871,15.405
567,LCA_2008,3,4,0.75,51.23779,NA,95.26392,45.24058,NA,49.11166,15.335
568,LCA_2012,3,4,0.75,51.43505,NA,95.5836,45.35373,NA,48.82787,15.975
569,LCA_2016,3,5,0.6,51.68014,NA,95.87384,45.90902,NA,48.62268,16.315
570,LIE_2006,3,12,0.25,32.06281,NA,NA,NA,13.3913,50.73431,NA
571,LIE_2010,1,5,0.2,31.05773,NA,NA,NA,13.39752,48.71795,NA
572,LIE_2012,3,4,0.75,31.3139,NA,NA,NA,13.83992,48.78788,NA
573,LIE_2014,1,5,0.2,53.62783,98.0666,NA,NA,13.4649,49.352,NA
574,LIE_2016,2,3,0.66666667,30.45452,NA,NA,NA,13.41154,47.4975,NA
575,LTU_1992,19,67,0.28358209,51.53134,NA,95.5123,46.8523,NA,47.72577,16.035
576,LTU_1994,6,13,0.46153846,49.66697,NA,96.03642,46.92417,NA,46.92227,8.785
577,LTU_1996,22,81,0.27160494,43.18816,NA,96.56054,47.10949,12.80809,48.39266,11.07
578,LTU_1998,5,18,0.27777778,52.46807,96.16438,97.03662,47.46383,13.85865,48.46993,11.815
579,LTU_2000,86,77,1.11688312,52.35738,98.04398,97.46466,49.4742,15.07208,48.68435,5.405
580,LTU_2002,5,21,0.23809524,52.36535,96.02878,97.8927,48.78224,16.09497,48.5534,6.84
581,LTU_2004,34,70,0.48571429,51.49073,90.76874,97.97882,49.00797,16.82114,48.55771,5.81
582,LTU_2006,7,14,0.5,52.34434,93.81985,98.06494,49.54991,17.32051,48.40582,6.905
583,LTU_2008,52,78,0.66666667,52.8753,98.9299,98.20184,49.49859,17.57041,48.06107,4.99
584,LTU_2010,5,13,0.38461538,53.34811,99.35026,98.38952,50.62359,17.57638,48.30391,5.845
585,LTU_2012,88,72,1.22222222,53.20553,98.03954,98.5772,50.61538,16.92162,48.56943,6.51
586,LTU_2014,11,20,0.55,53.45892,99.74353,98.719,50.17676,16.68271,48.81654,6.615
587,LTU_2016,38,80,0.475,53.62586,99.87896,98.8608,50.59523,16.56633,48.83886,7.015
588,LUX_1992,1,13,0.07692308,49.09094,NA,98.7478,37.20501,NA,NA,11.32
589,LUX_1996,4,7,0.57142857,51.52485,NA,98.93684,36.76271,NA,NA,18.875
590,LUX_2000,7,9,0.77777778,61.05437,98.22612,98.89158,39.72831,NA,49.15583,19.27
591,LUX_2004,7,14,0.5,58.98899,96.85886,98.9129,41.95011,NA,48.69809,8.525
592,LUX_2006,1,1,1,51.77639,98.81302,98.9959,43.17045,13.58713,48.86681,7.225
593,LUX_2008,4,19,0.21052632,51.67807,98.21418,99.10184,43.46128,13.57301,48.95313,6.765
594,LUX_2012,4,11,0.36363636,51.9015,96.0592,99.3596,44.2798,13.99195,48.43348,9.285
595,LUX_2016,7,15,0.46666667,52.48112,NA,99.45616,45.0472,NA,NA,12.94
596,MAR_1992,6,68,0.08823529,36.31271,46.52733,96.2894,24.03564,5.39502,40.18889,5.44
597,MAR_1996,6,38,0.15789474,44.50687,57.28802,96.54444,24.59654,NA,42.00532,2.1
598,MAR_2000,18,55,0.32727273,41.53954,71.84968,96.47572,25.3966,7.68925,44.80602,3.02
599,MAR_2004,28,57,0.49122807,44.17002,83.64729,96.49828,26.90372,9.25004,46.47576,2.245
600,MAR_2008,21,49,0.42857143,45.4226,88.81612,96.65152,26.54466,9.98933,46.68899,3.845
601,MAR_2012,19,67,0.28358209,46.3444,92.58034,96.5992,25.92486,11.25061,47.5664,4.145
602,MAR_2014,2,4,0.5,53.60099,93.34486,96.71572,26.05426,NA,47.60013,4.29
603,MAR_2016,21,52,0.40384615,53.87903,94.4087,96.83224,26.08741,NA,47.47179,4.595
604,MDA_1994,2,4,0.5,49.89711,NA,93.88644,51.83624,NA,49.17075,4.695
605,MDA_1996,5,50,0.1,50.40107,NA,94.09068,51.98254,NA,NA,5.13
606,MDA_1998,2,4,0.5,49.98096,NA,94.73514,52.07274,NA,NA,3.135
607,MDA_2000,5,35,0.14285714,50.49059,92.08309,95.81982,52.04517,11.65911,48.70635,2.63
608,MDA_2002,5,9,0.55555556,51.25419,95.74131,96.9045,51.50306,11.79648,48.70977,2.87
609,MDA_2004,7,33,0.21212121,51.19229,96.50757,97.05614,50.97793,12.27122,48.64588,1.695
610,MDA_2006,7,10,0.7,50.09623,90.85521,97.20778,50.09765,12.53505,48.55167,1.33
611,MDA_2008,8,30,0.26666667,49.70747,89.9566,97.31384,49.04943,12.3916,48.29836,1.235
612,MDA_2010,4,11,0.36363636,49.68087,90.14494,97.37432,48.66169,12.07171,48.48757,1.345
613,MDA_2012,17,20,0.85,49.76122,90.45556,97.4348,49.0072,12.06639,48.38336,1.22
614,MDA_2014,2,5,0.4,49.74371,89.93939,97.58264,48.7108,12.05731,48.4771,1.695
615,MDA_2016,9,23,0.39130435,49.15083,NA,97.73048,49.17919,NA,48.40364,1.29
616,MDV_1992,1,10,0.1,42.12484,NA,89.7423,22.7776,NA,48.94448,7.035
617,MDV_1996,1,9,0.11111111,44.54158,NA,94.09422,29.10207,NA,48.36002,6.61
618,MDV_2000,2,4,0.5,49.5588,97.56456,96.63732,34.38124,11.88572,48.64394,8.24
619,MDV_2004,2,4,0.5,47.05474,NA,97.9954,36.50744,NA,47.64613,6.07
620,MDV_2008,2,4,0.5,56.68817,95.37187,98.67574,35.38602,NA,47.8272,6.18
621,MDV_2012,2,5,0.4,46.26287,NA,99.0691,31.45135,NA,48.08103,6.45
622,MDV_2016,2,4,0.5,56.55261,98.92417,99.35046,27.02466,NA,48.96873,8.495
623,MEX_1992,45,174,0.25862069,44.6361,NA,92.0666,29.97006,NA,48.51273,7.995
624,MEX_1996,31,111,0.27927928,38.60911,NA,91.77492,31.9841,10.66951,48.42204,10.195
625,MEX_2000,63,98,0.64285714,49.18706,99.85583,92.1124,32.83738,11.68087,48.72589,9.91
626,MEX_2004,114,137,0.83211679,49.47293,99.19736,92.6198,34.06445,12.4897,48.8213,9.645
627,MEX_2008,98,103,0.95145631,49.66422,96.32286,93.057,35.25401,12.84343,48.798,11.71
628,MEX_2012,129,119,1.08403361,50.68956,99.90296,93.403,36.41817,13.3396,48.91364,12.16
629,MEX_2016,94,139,0.67625899,50.8279,99.87712,93.85948,36.38697,14.40022,48.97359,11.47
630,MHL_2008,2,5,0.4,48.41765,NA,NA,NA,NA,48.41765,NA
631,MKD_1996,6,16,0.375,39.94238,NA,96.35454,39.0052,11.12923,48.19795,5.025
632,MKD_1998,1,3,0.33333333,48.67649,90.07832,96.74358,38.58403,11.29726,47.97074,7.385
633,MKD_2000,8,15,0.53333333,49.09381,94.84436,97.18574,38.69222,11.53371,48.36185,3.945
634,MKD_2004,6,14,0.42857143,48.86801,92.1476,97.74886,39.24592,11.74792,48.37776,3.94
635,MKD_2006,2,5,0.4,55.97327,90.90613,97.86982,39.03174,NA,48.17364,3.885
636,MKD_2008,2,7,0.28571429,48.76343,90.33718,97.98386,38.95296,12.85657,48.41504,4.035
637,MKD_2010,1,4,0.25,49.5101,94.81051,98.09098,38.70904,12.86079,48.39426,4.195
638,MKD_2012,2,4,0.5,48.60546,89.09613,98.1981,39.25586,13.00385,48.35381,3.725
639,MKD_2014,1,6,0.16666667,48.8402,88.74445,98.27078,39.52784,13.05065,48.32246,5.125
640,MKD_2016,4,6,0.66666667,47.77033,NA,98.34346,38.73753,NA,NA,6.23
641,MLI_1992,2,6,0.33333333,31.30757,NA,80.3661,36.23669,1.65868,36.97136,1.305
642,MLI_1996,2,4,0.5,32.20062,NA,80.79754,36.13824,2.53204,39.3603,2.175
643,MLI_2000,2,5,0.4,33.28212,NA,81.18638,36.09167,3.76245,42.02012,3.35
644,MLI_2004,2,21,0.0952381,42.14239,46.97232,81.40546,35.82705,NA,43.11712,3.39
645,MLI_2008,14,17,0.82352941,34.23764,NA,81.58438,37.871,6.10755,44.83529,0.79
646,MLI_2012,2,6,0.33333333,46.44767,62.20452,82.1095,41.07018,NA,45.94913,0.905
647,MLI_2016,2,6,0.33333333,46.17009,57.86964,82.89174,43.04218,NA,46.10188,0.945
648,MLT_1992,5,8,0.625,48.91787,95.95493,98.8116,28.85788,12.49843,48.11935,9.265
649,MLT_1996,5,10,0.5,49.37991,98.48476,98.2684,29.21805,13.39279,48.38545,8.53
650,MLT_2000,3,7,0.42857143,39.83555,NA,98.03174,30.26408,13.91691,48.61504,8.35
651,MLT_2004,3,7,0.42857143,39.77739,NA,98.04498,29.51759,14.68636,48.22302,8.415
652,MLT_2008,3,6,0.5,40.37035,NA,98.18232,33.73556,14.5489,48.74496,6.64
653,MLT_2012,2,5,0.4,50.9008,98.09892,98.2488,36.52531,15.35805,48.7037,8.47
654,MLT_2014,2,2,1,51.43858,99.70091,98.28432,38.02239,15.79305,48.89083,7.94
655,MLT_2016,4,8,0.5,42.05009,NA,98.31984,38.80342,16.43881,48.81837,7.87
656,MNE_2008,2,20,0.1,55.0575,95.68817,98.23604,44.02501,15.35479,48.19101,28.85
657,MNE_2012,281,34,8.26470588,63.61178,96.93397,98.667,44.37247,NA,48.24045,29.845
658,MNE_2014,1,3,0.33333333,55.71275,NA,98.72832,44.46493,NA,NA,23.945
659,MNE_2016,18,35,0.51428571,54.80357,92.48705,98.78964,44.5403,15.15319,47.23124,30.62
660,MOZ_1992,4,7,0.57142857,37.77763,36.63871,81.1669,55.77721,2.99239,42.86555,7.225
661,MOZ_1996,10,3,3.33333333,46.36745,NA,81.11226,55.9051,NA,NA,2.085
662,MOZ_2000,31,4,7.75,47.24489,49.84509,81.19556,55.1773,NA,43.01649,6.99
663,MOZ_2004,2,4,0.5,42.99782,64.28825,81.81248,54.5507,6.59211,45.32837,5.415
664,MOZ_2008,2,4,0.5,46.66353,82.16363,83.03782,54.30087,8.50634,46.73752,5.235
665,MOZ_2012,2,6,0.33333333,47.53364,84.1239,84.6255,54.99547,8.64346,47.49853,5.315
666,MOZ_2016,1,8,0.125,49.22134,NA,86.10534,54.96369,NA,NA,6.595
667,NAM_1992,3,10,0.3,54.46386,85.00685,89.6553,45.41065,NA,50.4515,1.795
668,NAM_1996,3,10,0.3,51.40414,NA,90.69986,45.39679,NA,49.88989,19.63
669,NAM_2000,6,16,0.375,61.65857,91.50597,91.4812,44.95232,NA,50.02337,30.33
670,NAM_2004,1,10,0.1,60.09764,90.62155,91.90576,46.57126,NA,49.95464,21.435
671,NAM_2008,5,11,0.45454545,56.18355,88.77879,92.0224,48.04746,NA,49.49411,2.575
672,NAM_2012,4,9,0.44444444,59.4533,89.8005,92.0224,49.07601,NA,49.11759,17.25
673,NAM_2016,6,11,0.54545455,52.57598,NA,92.49968,49.51326,NA,NA,15.715
674,NOR_1992,475,270,1.75925926,53.07425,99.70465,98.4252,45.3321,14.79321,48.75533,11.435
675,NOR_1994,181,159,1.13836478,53.16522,98.4674,98.5424,45.64356,16.27307,48.78489,11.28
676,NOR_1996,215,116,1.85344828,52.28526,98.30724,98.6596,46.27282,15.92709,48.74981,5.795
677,NOR_1998,220,149,1.47651007,52.68693,99.8318,98.77502,46.58242,17.31505,48.78228,4.835
678,NOR_2000,749,115,6.51304348,52.87276,99.83655,98.88866,46.5827,18.18126,48.74239,5.005
679,NOR_2002,303,166,1.8253012,52.79994,99.85673,99.0023,47.29912,17.80577,48.69075,4.145
680,NOR_2004,76,60,1.26666667,52.95574,99.4396,99.04486,47.31277,18.38152,48.67571,4.88
681,NOR_2006,112,161,0.69565217,52.9983,98.9296,99.08742,47.1181,18.30429,48.80539,5.745
682,NOR_2008,512,102,5.01960784,53.15314,99.39742,99.16618,47.38594,18.07337,48.7659,6.13
683,NOR_2010,305,190,1.60526316,53.08692,99.23571,99.28114,47.3069,18.25473,48.86806,5.575
684,NOR_2012,438,69,6.34782609,53.10241,99.90127,99.3961,47.26726,18.17984,49,4.87
685,NOR_2014,409,219,1.86757991,52.95387,99.78686,99.41398,47.31968,18.3166,48.9161,3.97
686,NOR_2016,163,77,2.11688312,53.01747,99.691,99.43186,47.07519,18.55309,48.8087,4.545
687,NRU_2000,1,2,0.5,31.70846,NA,NA,NA,9.92416,53.49276,NA
688,NRU_2004,1,3,0.33333333,28.02225,NA,NA,NA,8.69329,47.35121,NA
689,NZL_1992,163,185,0.88108108,54.53096,97.34669,96.6602,43.55402,15.29997,48.47488,25.85
690,NZL_1994,2,16,0.125,55.29463,97.17952,96.80164,43.87478,16.93739,48.60944,28.365
691,NZL_1996,92,129,0.71317829,55.03004,98.88263,96.94308,44.57741,17.50813,48.68399,23.585
692,NZL_1998,4,9,0.44444444,55.35579,99.45304,97.07662,44.90837,18.06458,48.58214,24.05
693,NZL_2000,93,177,0.52542373,62.56836,99.20624,97.20226,45.19966,NA,48.55863,22.675
694,NZL_2002,3,16,0.1875,62.00654,96.75193,97.3279,45.59975,NA,48.41812,21.935
695,NZL_2004,169,184,0.91847826,62.42055,98.0254,97.1927,45.97196,NA,48.4827,22.43
696,NZL_2006,8,18,0.44444444,61.55982,98.8207,97.0575,46.21739,NA,48.60352,17.1
697,NZL_2008,176,201,0.87562189,61.54741,99.49549,97.13334,46.59843,NA,48.75977,15.75
698,NZL_2010,9,22,0.40909091,54.58419,99.6429,97.42022,46.68125,20.54527,48.86052,14.355
699,NZL_2012,265,204,1.29901961,54.65352,98.57871,97.7071,47.02664,19.96902,48.90965,15.73
700,NZL_2014,8,18,0.44444444,53.94078,97.68189,97.82338,47.25598,19.64545,48.68298,12.555
701,NZL_2016,579,232,2.49568966,55.4806,98.91787,97.93966,47.36425,19.73116,48.67068,20.26
702,PAK_1996,1,24,0.04166667,36.10439,NA,93.6973,13.17088,NA,NA,1.445
703,PAK_2000,1,27,0.03703704,37.45942,NA,94.85316,15.22138,NA,39.13313,0.63
704,PAK_2004,2,26,0.07692308,41.90844,55.94323,95.57908,16.79152,NA,40.75837,0.47
705,PAK_2008,2,22,0.09090909,38.58694,65.33633,95.85424,19.78588,6.55043,43.84477,0.15
706,PAK_2012,2,21,0.0952381,39.12394,65.91929,95.9176,21.04187,6.95665,44.47322,0.435
707,PAK_2016,3,7,0.42857143,40.41461,71.39708,96.23088,22.24803,7.80202,44.23964,0.57
708,PAN_1996,2,9,0.22222222,44.19563,NA,90.52144,34.57546,NA,NA,7.49
709,PAN_2000,3,7,0.42857143,48.33375,94.68661,90.86066,35.55889,12.89975,48.19159,7.805
710,PAN_2004,2,5,0.4,49.21341,98.12574,91.10278,36.60753,13.51844,48.25597,7.67
711,PAN_2008,2,5,0.4,49.60279,96.92508,91.22838,36.98678,13.2744,48.18212,11.02
712,PAN_2012,2,8,0.25,56.02563,94.19492,91.3139,37.29923,NA,48.2351,9.085
713,PAN_2016,9,14,0.64285714,47.49278,NA,91.71654,39.6118,NA,NA,11.15
714,PER_1992,6,21,0.28571429,48.79404,NA,93.0001,37.64079,NA,48.55028,15.985
715,PER_1996,17,33,0.51515152,49.27983,NA,92.95994,40.55955,NA,NA,14.32
716,PER_2000,13,22,0.59090909,49.50129,NA,93.48996,41.04609,NA,49.03409,14.435
717,PER_2004,5,14,0.35714286,52.24879,99.87053,94.12208,44.23779,13.01074,49.0366,13.215
718,PER_2008,6,13,0.46153846,60.64803,99.8495,94.58138,45.45655,NA,49.05273,14.3
719,PER_2010,2,5,0.4,61.1566,99.85062,94.68374,46.02856,NA,49.0601,16.16
720,PER_2012,7,16,0.4375,59.51306,93.06711,94.7861,45.77149,NA,48.76558,15.175
721,PER_2014,2,5,0.4,59.6289,95.70992,94.97298,45.55447,NA,48.95214,12.955
722,PER_2016,15,34,0.44117647,60.31141,99.89501,95.15986,45.33376,NA,49.07341,12.095
723,PLW_2000,3,5,0.6,47.73429,NA,NA,NA,NA,47.73429,NA
724,PLW_2004,2,4,0.5,47.97844,NA,NA,NA,NA,47.97844,NA
725,PNG_1992,3,19,0.15789474,47.98316,NA,92.4168,48.63932,NA,44.57651,6.3
726,PNG_2000,3,5,0.6,49.954,NA,93.23562,48.64802,NA,44.88235,13.05
727,PNG_2004,2,6,0.33333333,49.7634,NA,93.65574,48.56139,NA,44.86646,11.97
728,PNG_2008,4,9,0.44444444,47.89918,NA,93.98036,48.5947,NA,45.43166,3.59
729,PNG_2012,4,8,0.5,54.73728,81.57188,94.3426,48.75967,NA,45.90724,3.105
730,PNG_2016,2,8,0.25,49.32492,NA,94.65612,48.89363,NA,NA,4.425
731,POL_1992,126,361,0.34903047,44.0127,NA,97.0637,45.53693,12.44612,48.28176,16.735
732,POL_1994,33,59,0.55932203,43.40426,NA,97.47686,45.73724,13.28386,48.44336,12.08
733,POL_1996,137,207,0.66183575,43.41541,NA,97.89002,45.53523,13.58532,48.55648,11.51
734,POL_1998,32,79,0.40506329,43.97033,NA,98.16748,45.36634,14.57399,48.18885,13.555
735,POL_2000,250,240,1.04166667,53.00755,96.73522,98.30924,45.9137,15.14991,48.41222,13.525
736,POL_2002,8,54,0.14814815,52.79949,95.6888,98.451,45.77101,15.83492,48.53619,12.515
737,POL_2004,184,224,0.82142857,52.61909,94.0223,98.43296,45.39368,15.41631,48.59428,13.855
738,POL_2006,43,91,0.47252747,52.47449,93.48631,98.41492,44.9478,15.53387,48.57903,13.885
739,POL_2008,201,316,0.63607595,52.43875,93.63049,98.43806,44.72514,15.63083,48.49295,13.715
740,POL_2010,145,106,1.36792453,52.76329,94.79059,98.50238,45.04655,16.11476,48.50548,13.62
741,POL_2012,194,256,0.7578125,53.05228,95.37031,98.5667,45.13553,16.16517,48.75597,14.32
742,POL_2014,178,149,1.19463087,53.11781,95.38248,98.63178,45.16178,16.84506,48.74074,13.945
743,POL_2016,322,289,1.11418685,53.07587,95.69158,98.69686,45.02698,17.26445,48.92037,12.855
744,PRK_1992,120,159,0.75471698,50.95743,NA,99.8245,49.00279,NA,NA,4.045
745,PRK_1996,42,36,1.16666667,50.0897,NA,99.86522,48.48889,NA,NA,1.915
746,PRK_1998,13,17,0.76470588,49.89225,NA,99.88112,48.39063,NA,NA,1.405
747,PRK_2000,54,47,1.14893617,49.99148,NA,99.89256,48.29688,NA,NA,1.785
748,PRK_2004,108,71,1.52112676,49.96767,NA,99.9168,48.1562,NA,NA,1.83
749,PRK_2006,5,7,0.71428571,49.90342,NA,99.9296,48.11065,NA,NA,1.67
750,PRK_2008,139,66,2.10606061,49.9308,NA,99.94256,48.08485,NA,NA,1.765
751,PRK_2010,2,3,0.66666667,49.92071,NA,99.95568,47.98646,NA,NA,1.82
752,PRK_2012,107,57,1.87719298,49.9863,NA,99.9688,47.92509,NA,NA,2.065
753,PRK_2016,101,38,2.65789474,49.80723,NA,99.97136,47.79033,NA,NA,1.66
754,QAT_2012,5,14,0.35714286,45.9603,99.36856,98.8732,12.77066,13.50647,48.95291,2.29
755,QAT_2016,2,42,0.04761905,45.88259,97.61179,98.98088,13.99577,14.11678,48.9353,1.655
756,ROU_1992,733,368,1.99184783,42.75239,NA,95.1832,46.39921,10.48052,48.78401,12.915
757,ROU_1994,24,48,0.5,47.74583,81.97878,95.47704,46.44084,10.25261,48.69572,3.63
758,ROU_1996,704,284,2.47887324,49.16751,90.34617,95.77088,45.83533,10.92187,48.68081,3.45
759,ROU_1998,9,29,0.31034483,50.15847,95.61768,95.99082,46.29913,11.20295,48.57026,3.27
760,ROU_2000,971,252,3.8531746,49.70684,92.51812,96.13686,46.4795,11.89869,48.4629,2.745
761,ROU_2002,21,41,0.51219512,50.23022,94.05107,96.2829,45.6713,12.76955,48.28652,4.32
762,ROU_2004,821,193,4.25388601,51.10523,98.79658,96.20714,45.13453,13.74404,48.34908,4.4
763,ROU_2006,26,53,0.49056604,50.58963,95.19173,96.13138,44.91629,14.45412,48.43923,4.405
764,ROU_2008,387,172,2.25,50.41249,94.39831,96.14776,44.38535,15.78886,48.30965,3.445
765,ROU_2010,28,49,0.57142857,50.25958,93.58835,96.25628,43.80224,15.96914,48.32648,3.615
766,ROU_2012,223,155,1.43870968,49.84256,91.64579,96.3648,44.10656,14.76772,48.23052,3.94
767,ROU_2014,15,40,0.375,47.99853,NA,96.49636,43.92422,NA,NA,3.575
768,ROU_2016,272,121,2.24793388,49.36391,90.09585,96.62792,43.22213,14.61818,48.32939,3.29
769,RUS_1994,574,208,2.75961538,57.96337,96.85193,95.48864,47.53092,NA,49.09537,0.85
770,RUS_1996,772,552,1.39855072,48.2225,NA,96.15948,47.58802,NA,NA,0.92
771,RUS_1998,555,197,2.81725888,49.64237,NA,96.64366,47.92846,NA,NA,4.355
772,RUS_2000,1960,602,3.25581395,49.20695,NA,96.94118,48.4866,NA,48.59,2.81
773,RUS_2002,291,240,1.2125,50.01213,NA,97.2387,48.95819,NA,48.62162,5.23
774,RUS_2004,2014,593,3.39629005,50.35894,NA,97.17158,49.16025,NA,NA,4.745
775,RUS_2006,568,283,2.00706714,51.32475,93.62212,97.10446,49.4563,14.35337,48.86224,4.55
776,RUS_2008,1963,600,3.27166667,51.74845,95.35748,97.12832,48.97337,14.5199,48.85664,5.655
777,RUS_2010,307,279,1.10035842,50.26627,NA,97.24316,48.86566,NA,NA,4.69
778,RUS_2012,1741,549,3.1712204,52.08663,97.96649,97.358,48.8913,15.04911,48.94487,4.31
779,RUS_2014,579,353,1.64022663,51.983,97.00675,97.55268,48.71672,15.26861,48.97821,4.375
780,RUS_2016,1951,406,4.80541872,52.26803,98.17303,97.74736,48.62317,15.86063,48.954,4.25
781,RWA_1992,3,10,0.3,48.59374,NA,94.1276,50.00002,NA,49.81735,0.43
782,RWA_2000,2,5,0.4,49.00713,NA,95.10012,50.93496,NA,49.57843,0.415
783,RWA_2004,2,5,0.4,41.51357,NA,95.5884,51.14373,8.86401,50.80669,1.165
784,RWA_2008,2,4,0.5,49.90138,NA,96.14648,51.25598,NA,50.86807,1.335
785,RWA_2012,2,7,0.28571429,42.41012,NA,96.9004,51.33342,11.593,50.70377,1.52
786,RWA_2016,3,7,0.42857143,51.36291,96.36675,97.32176,51.5125,11.21444,50.07703,1.685
787,SEN_1992,2,35,0.05714286,35.14161,38.1548,87.538,31.75541,3.6569,42.36453,7.38
788,SEN_2000,23,32,0.71875,46.06956,54.33593,89.5448,33.67948,NA,45.99761,6.79
789,SEN_2004,13,21,0.61904762,48.24649,61.71362,90.2126,34.53201,NA,48.26422,6.51
790,SEN_2008,7,17,0.41176471,43.93434,70.96919,90.84606,37.50311,7.26982,50.18288,6.835
791,SEN_2012,7,32,0.21875,46.40708,77.68595,91.6399,41.14194,8.90643,52.15323,6.915
792,SEN_2016,16,22,0.72727273,46.23518,75.99154,92.51326,41.23757,9.20547,52.28322,6.18
793,SGP_1992,14,37,0.37837838,48.85818,NA,99.2111,38.21218,NA,47.45943,10.55
794,SGP_1996,10,35,0.28571429,49.23416,NA,99.24694,39.37269,NA,47.57702,10.74
795,SGP_2000,13,23,0.56521739,51.3618,NA,99.2499,40.2305,NA,NA,14.605
796,SGP_2004,15,22,0.68181818,51.27921,NA,99.3091,41.29854,NA,NA,13.23
797,SGP_2008,80,36,2.22222222,51.28778,NA,99.44494,43.13631,NA,48.18488,14.385
798,SGP_2012,60,36,1.66666667,54.13924,NA,99.6091,44.09362,NA,NA,18.715
799,SGP_2016,20,32,0.625,52.87209,NA,99.62758,44.96069,NA,48.9451,17.955
800,SLE_1992,5,15,0.33333333,46.69111,NA,82.2184,49.69493,NA,NA,8.16
801,SLE_1996,7,19,0.36842105,48.52023,NA,83.15416,50.06153,NA,NA,12.345
802,SLE_2000,1,3,0.33333333,46.83912,NA,83.90848,50.35873,NA,48.37926,4.71
803,SLE_2004,1,2,0.5,48.80682,NA,84.70984,50.43562,NA,NA,11.275
804,SLE_2008,1,3,0.33333333,49.52319,NA,85.78136,50.38322,NA,NA,12.405
805,SLE_2012,1,2,0.5,58.03889,92.65592,87.3408,50.28499,NA,49.82772,10.085
806,SLE_2016,2,4,0.5,60.2585,99.45955,88.44192,50.17689,NA,50.28913,12.925
807,SMR_1992,1,28,0.03571429,48.25,NA,NA,NA,NA,48.25,NA
808,SMR_1996,1,7,0.14285714,47.70723,NA,NA,NA,NA,47.70723,NA
809,SMR_2000,1,4,0.25,48.03843,NA,NA,NA,NA,48.03843,NA
810,SMR_2008,2,4,0.5,47.55245,NA,NA,NA,NA,47.55245,NA
811,SMR_2012,3,4,0.75,51.38427,92.90323,NA,NA,15.63331,45.61626,NA
812,SOM_2000,1,2,0.5,36.25024,NA,87.29954,19.12117,NA,NA,2.33
813,SOM_2004,1,2,0.5,36.10526,NA,87.27626,18.72952,NA,NA,2.31
814,SOM_2008,1,2,0.5,36.28721,NA,87.62022,18.9064,NA,NA,2.335
